csf	constant	linearTrend	wm	global	motion-pitch	motion-roll	motion-yaw	motion-x	motion-y	motion-z	gm	compcor1	compcor2	compcor3	compcor4	compcor5
12487.04281616211	1.0	56.0	9963.162425415157	10021.522320246751	-0.0422	0.0568	-0.021	0.015	0.0208	0.0525	10016.360125530964	0.141890359523353	-0.08675872337572849	-0.13837536751126864	0.011098145927712324	0.04478641058494139
12441.679843902588	1.0	57.0	9962.664612591014	10002.798320297718	-0.0118	0.0437	-0.0111	0.0079	0.0267	0.0241	9985.164249974843	0.09082963702786646	-0.049145092115043885	0.0006158588157422571	0.16009536375322	-0.07725084723136932
12523.356098175049	1.0	58.0	9962.075499435608	9961.135249864816	-0.01	0.0366	-0.0302	0.0052	0.0104	0.0462	9934.321320202795	-0.060381539273986866	-0.08639897320628492	0.002447248883268867	0.22601685684354345	-0.08706907912063486
12488.373592376709	1.0	59.0	9954.57763830769	9933.143308122691	0.0044	0.029	-0.0324	0.0082	0.0209	0.042	9917.50470022473	-0.006383023039801632	0.02369794242148792	0.06676487549619681	0.19701746827028338	0.03089946420522081
12512.622875213623	1.0	60.0	9934.469187594064	9916.261792853706	-0.0129	0.0444	-0.0303	0.0088	0.0089	0.067	9909.553114023907	-0.06321318899573475	0.1085699142472157	0.03223997466590873	0.14080543132926412	0.15150242759328988
12462.229816436768	1.0	61.0	9928.04423958418	9911.161428569569	-0.0113	0.0381	-0.0269	0.0015	0.0073	0.0989	9908.71632644103	0.016628539620264046	0.16415194242921866	0.02664147787884299	0.1556107922770353	0.11287669325261275
12457.835311889648	1.0	62.0	9929.873707874023	9941.527868773723	-0.0088	0.0633	-0.0138	0.0197	0.011	0.0883	9943.5705559972	0.05462238917489073	0.16888636841188873	0.018313881188506197	-0.0037254201960346973	0.011377137971688819
12536.700603485107	1.0	63.0	9945.799118424331	9961.358174604067	-0.0052	0.0471	-0.0252	0.0291	0.0242	0.0687	9964.674397229317	-0.049288966641889545	0.009426129757241372	0.010635653913659802	-0.11226436346458055	0.09635345255002051
12538.800472259521	1.0	64.0	9953.556314256732	9968.547998978236	-0.0076	0.0406	-0.0324	0.0215	0.0158	0.0641	9968.264916401124	0.005212256689673944	-0.038074704736262226	-0.05489080608991621	-0.057933901045292883	0.10810276635205057
12484.53003692627	1.0	65.0	9943.309553469737	9983.290791098218	-0.0061	0.0224	-0.0455	0.0184	0.0239	0.0553	9990.942678298446	0.07856634799242602	0.08857518620268101	-0.0830277474522128	0.038499016264435304	0.047828394168879566
12426.592617034912	1.0	66.0	9948.08411435029	9998.108426090559	-0.017	0.0184	-0.0446	0.0138	0.0284	0.0583	10004.411983637903	0.15551946073203524	0.06523438023639545	-0.07552062950906215	-0.00492653769154716	-0.04282957405833407
12463.278812408447	1.0	67.0	9949.181868955673	10014.421244953224	-0.0256	0.0194	-0.0433	0.0129	0.0355	0.0509	10020.42808161747	0.14239057533694188	0.04434363702489902	-0.06436814431279841	-0.08891838528399738	0.10539462285716811
12453.967853546143	1.0	68.0	9953.251923094034	10014.226352426347	-0.0409	0.0246	-0.0446	0.0126	0.0342	0.0304	10008.74049518699	0.1528879842695931	0.045813040390330906	-0.007381803544908418	-0.04383048676409281	0.07944549877285273
12473.26399230957	1.0	69.0	9948.150865082473	10018.529888723946	-0.0394	0.0116	-0.0479	0.0054	0.0486	0.0163	10006.560228588138	0.15453268916113827	0.016529297515483227	-0.008851026191683762	-0.020302967326566706	0.04032288045022551
12454.095821380615	1.0	70.0	9958.622585129047	10024.425623256013	-0.0216	0.0252	-0.0365	0.0016	0.0479	0.036	10017.218469142728	0.127273694545699	0.006744568302129623	0.019510431433623347	0.024417463782817592	-0.03818019599568429
12503.52332687378	1.0	71.0	9946.856411626974	10013.248038823069	-0.021	0.033	-0.0299	0.0104	0.034	0.0595	10018.822116618103	0.0841690091694376	0.021845124188212568	0.05287320038088399	0.04215870823985607	0.003106531713675995
12545.378765106201	1.0	72.0	9960.367646068073	10021.00271124321	-0.0248	0.051	-0.0187	0.0113	0.0313	0.0437	10035.410520662306	-0.01988625095882032	-0.036276562087510844	0.0017477234579913396	0.00584348343722914	0.062793278855585
12555.843296051025	1.0	73.0	9971.348342830957	10033.194877548227	-0.0357	0.0343	-0.0139	0.0101	0.0452	0.0258	10045.209015472401	-0.010860840938741923	-0.12107069428715204	0.006788582081545619	0.02804478933808664	0.03831195286369492
12588.203426361084	1.0	74.0	9964.186918447975	10041.143019079593	-0.0412	0.0264	-0.0356	-0.0072	0.024	0.0318	10042.330932016657	-0.04973497840136737	-0.08909247252456738	-0.06658722078613166	-0.037545466590639454	0.11279408835197602
12536.609561920166	1.0	75.0	9962.084190778301	10016.993065056251	-0.0228	0.011	-0.0371	0.011	0.0392	0.017	10022.26539159348	0.03705853833136178	-0.06728171297489355	0.024675099684388573	-0.08332527127722658	0.0014319808350518387
12526.648044586182	1.0	76.0	9962.592735461834	10019.913064969167	0.0084	0.0301	-0.0234	-0.0041	0.0144	0.0325	10027.610779546683	-6.983872110144066e-05	0.004162897946535837	0.010665340332327322	0.10879715243682925	-0.003196248661100773
12603.506713867188	1.0	77.0	9976.706676916388	10019.195411167626	0.022	0.0229	-0.0274	-0.0168	-0.0034	0.0443	10022.170753558878	-0.11239892906212967	-0.13018057817672074	-0.05549555093295936	0.11890044616600186	0.036676459918184454
12595.773654937744	1.0	78.0	9976.197704490218	10006.486264843661	-0.0109	0.0448	-0.0205	0.0016	0.0158	0.0099	10003.777435835224	-0.08173592465043072	-0.15593379673074856	0.06265413085756899	0.0841734356481052	-0.012028577616885642
12558.247562408447	1.0	79.0	9962.5823859014	9983.926069268331	-0.0047	0.0417	-0.0372	-0.0068	0.0076	0.0261	9981.069570372021	-0.06656443576648564	-0.033137049504900346	0.07476671827523299	0.14108853244142858	0.08203200777336274
12562.806121826172	1.0	80.0	9970.875266465231	9983.130659451552	0.0915	0.0226	-0.0073	-0.0035	-0.0032	-0.0207	9984.629434510874	-0.033204431737824454	-0.0435964478456486	0.05988940802110455	0.006773979884130483	-0.09577603446189308
12530.085807800293	1.0	81.0	9953.876592912311	9979.22257583325	0.0863	0.0317	-0.0005	-0.0066	-0.0076	0.0013	9977.406939516515	-0.05519871012166637	0.059226988409122654	0.030748034216255236	0.02717958739397382	-0.13120164765682088
12518.531536102295	1.0	82.0	9962.315403946674	9985.026068446821	0.072	0.0294	-0.0131	-0.0026	-0.0228	0.0405	9990.030679509731	0.02858185133556063	0.04909492303234692	0.1448966536239161	0.08010908923983896	0.1074236736631663
12549.616134643555	1.0	83.0	9956.967653949216	10002.48707726526	0.0517	0.0219	-0.0144	0.0041	-0.0441	0.0362	10012.770768757613	0.03586905809079674	0.02078734143044016	-0.07263439963940213	-0.07187609947026621	0.06427174227697555
12524.440120697021	1.0	84.0	9962.874326448351	10016.45564168814	0.0061	-0.041	-0.0287	0.001	-0.0158	0.0503	10031.046169745456	0.06227504211439839	-0.01900030827244454	-0.2600837658523025	0.019988561973136393	-0.11916532278315334
12586.156742095947	1.0	85.0	9979.717390502969	10034.688307881766	0.0124	-0.0276	-0.0054	-0.0039	-0.0084	0.0244	10051.21949408192	0.026165609418429048	-0.14086706131283266	-0.21327397472005852	0.003630649931162177	0.006952712394805688
12569.729915618896	1.0	86.0	9971.00696909067	10019.744572425125	0.0062	-0.0142	-0.0045	-0.0061	0.0002	0.0277	10029.57172783108	0.03301146969111338	-0.08601123004317308	0.00610766091321853	-0.038551457705614814	0.16790014438684972
12537.163356781006	1.0	87.0	9971.346519204564	10021.449717904685	-0.0075	-0.0056	-0.0021	0.0055	0.0018	0.022	10031.701863805469	0.017874327268162238	-0.05570378463972202	0.14526720792950265	-0.06391553530123208	-0.06297456911122766
12531.699111938477	1.0	88.0	9971.65598560039	10014.474309610401	-0.0154	-0.0116	-0.0058	0.0097	-0.0007	0.0098	10015.716875517817	0.01902144724992979	-0.005773246755510651	0.02259064536652801	-0.0065126402697506325	-0.009618745694487696
12538.430351257324	1.0	89.0	9973.340639173344	10004.636398435367	-0.0222	-0.0235	-0.0145	0.0026	-0.0015	0.0293	9990.42558640609	0.023264989727015902	-0.0490831362338359	-0.004786463337493042	-0.03513046323288628	0.06872667834118555
12537.96513748169	1.0	90.0	9966.621752047826	9997.659379974999	-0.0198	-0.0132	-0.0214	0.0172	0.0028	0.0049	9983.947372945348	0.001304593673313792	0.011008286465156215	-0.007769930297424838	0.019403230187087502	0.07266774658515468
12527.930980682373	1.0	91.0	9970.512271383319	9996.43225424921	-0.0257	-0.0094	-0.0011	0.0089	0.0206	0.0218	9985.025799880337	0.007682306771612139	0.007041850357510096	-0.005262901896960648	0.15439607609727116	0.009201257933132014
12579.785263061523	1.0	92.0	9980.272314119447	9999.549292125857	-0.0324	0.0233	0.0063	0.0238	0.0033	0.03	9985.362535200826	-0.07377437940631953	-0.05570613480142583	0.0468114450489299	0.11906302757839532	0.09383234373024302
12554.695888519287	1.0	93.0	9970.66938544887	9997.032105270298	-0.0006	0.0228	0.017	0.0192	-0.0166	0.0399	9996.71485184828	-0.010314105720143631	-0.009571052960055018	0.0986606825977337	0.056766719610337045	0.13215238734535822
12553.064308166504	1.0	94.0	9971.153054165057	10001.494366495255	0.0359	0.0108	0.017	0.0045	-0.0124	0.0129	10006.160113134601	-0.03122704226789405	-0.0007803902745763236	0.0894512798337737	0.019307732626749632	-0.04402432164843186
12584.912734985352	1.0	95.0	9976.177869752684	10011.37873645804	0.0286	0.0342	0.0301	0.0049	-0.0007	-0.0068	10028.334388113151	-0.053108885305746915	-0.05904804342261391	-0.015824870662237134	-0.01679515322262736	-0.07055159543398465
12639.162357330322	1.0	96.0	9981.669664307832	10022.915538361067	0.0136	0.0157	0.0256	-0.005	-0.0149	0.0088	10024.247469123642	-0.10109430811953653	-0.10095435039067441	-0.05671723795285144	0.030834922227919337	0.05598509981192589
12572.142127990723	1.0	97.0	9964.49693398145	10009.868766867734	0.0336	0.0022	0.0156	-0.0101	-0.0186	0.0065	10011.143233301844	-0.06265571057782639	0.0398045198590468	-0.06944993617121499	0.05657165393177912	0.10632772551195287
12556.061874389648	1.0	98.0	9966.551518359247	10001.012639703784	0.037	0.031	0.0176	0.0058	-0.0223	0.0156	10013.836989789936	-0.04986678456512532	0.06522732982353471	0.03606693456797335	0.03708053724825793	0.0910609673392405
12560.865524291992	1.0	99.0	9965.607192590964	9988.718442054209	0.0476	0.0549	0.0288	0.0286	-0.0372	0.0136	9996.208616760361	-0.041351874954498144	0.05028307380436345	-0.018822649992000406	0.0008737908083808469	0.17082271469109347
12564.994884490967	1.0	100.0	9969.777411121055	10001.95779235945	0.0252	0.0463	0.0313	0.0199	-0.0339	0.0169	10016.256929913063	0.03648211814639585	-0.005352110154567118	-0.04792362047112036	-0.021339787096232344	0.12260578968295477
12507.859062194824	1.0	101.0	9978.766836884508	10046.024636000133	0.0186	0.0302	0.0188	0.0202	-0.0355	0.0002	10076.165380960843	0.16469980011939106	-0.03803029359389525	-0.11747087363921731	0.0028931584006466156	0.03194398102762438
12444.930099487305	1.0	102.0	9979.14674480226	10054.463057487597	0.0246	0.0288	0.0326	0.0191	-0.0237	0.0018	10078.186658407376	0.2332797937625228	-0.001815291030685247	-0.12207471224514979	0.10217463783444118	-0.0536290303192105
12462.407772064209	1.0	103.0	9980.64873177168	10048.985739990309	0.0068	0.0323	0.0481	0.013	-0.0143	0.0068	10058.920560331666	0.15679585328926973	-0.025221596145695895	-0.006005302192565169	0.17876381959128834	-0.013057797758624909
12497.542514801025	1.0	104.0	9977.388928171016	10046.504089487697	0.0161	0.0263	0.0399	0.0026	-0.0302	-0.0007	10065.904725968538	0.10305645425006825	-0.01763959802651479	0.1288875324686516	0.039484335071267425	0.04689046625272637
12528.517276763916	1.0	105.0	9968.441617896802	10053.863539770437	0.0416	0.0221	0.0243	0.0171	-0.0343	-0.0308	10069.750639818953	0.040641223864597106	0.05819991035836929	0.0744097828222976	-0.02512653012474766	0.012067358535999642
12501.534034729004	1.0	106.0	9948.601829759702	10037.949644968783	0.0746	0.0193	0.036	0.0092	-0.0348	-0.0508	10050.781467985025	0.03587643184821747	0.15642163698115943	-0.02351929718318989	-0.10579206815559636	-0.0577724530085753
12570.183113098145	1.0	107.0	9963.365860099557	10034.012394278172	0.0621	0.0218	0.0377	0.0087	-0.0201	-0.0333	10035.617790491371	-0.08123002952233178	0.10566959726933138	-0.0787611942568938	-0.0036991173944671335	-0.052425191979630234
12558.187644958496	1.0	108.0	9978.729146116377	10059.467341625721	0.0174	0.0031	0.0411	-0.0128	-0.0124	-0.0389	10076.253273425891	0.005114950726270244	-0.028699114816837925	-0.07578938573190151	0.04975808890528078	-0.03635486660168526
12626.234516143799	1.0	109.0	9994.237621522128	10067.027585281608	0.0094	-0.019	0.0339	-0.0136	-0.0063	-0.0699	10077.927418982812	-0.06902365870621001	-0.1460292368107451	-0.07827157437531479	-0.034036409905405296	0.22958178790992612
12632.848072052002	1.0	110.0	10003.61992270125	10053.718958350026	0.0256	-0.0223	0.0382	0.0087	0.0024	-0.0669	10050.618197539834	-0.05783573743355273	-0.17377367697990856	-0.009916313949550367	-0.021224096421662675	-0.029591953825353273
12639.353748321533	1.0	111.0	9989.555641181765	10034.72479582601	0.0386	0.0018	0.0362	-0.0183	-0.0272	-0.0235	10039.562271057519	-0.11873846804558595	-0.10167353147511542	-0.024291819912723178	0.07692716873290249	-0.029373921559154935
12620.91223526001	1.0	112.0	9984.343818324418	10017.071138435145	0.0058	-0.0041	0.0315	0.0165	0.0015	-0.056	10018.294600819192	-0.11092026427818188	-0.05351676942954194	-0.008291120843523734	0.01259331619147536	-0.043309551724782666
12535.132942199707	1.0	113.0	9977.031622447526	10008.501867471676	-0.0023	-0.0077	0.0452	0.0018	0.0152	-0.0786	10012.394039375924	-0.06748582127640997	0.07846799083150235	0.07359180299544166	0.026760887324825677	-0.0558578497543209
12581.382217407227	1.0	114.0	9983.771906079666	10022.207438815492	0.0192	-0.051	0.0414	-0.0189	-0.0089	-0.0656	10024.799840464893	-0.08754797059775273	-0.00652863961254449	0.09814255187461239	-0.06706141777137771	-0.012721489652266159
12594.523456573486	1.0	115.0	9979.847050069406	10007.361838177276	0.0189	-0.0389	0.036	0.0126	-0.0349	-0.0555	10012.072478020362	-0.06267416882769006	-0.008363190916912051	0.14483841302712444	-0.12963457583303803	-0.05109956154741422
